id animal 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134
1 yakuba 0.0 25.365954647283516 22.767393493503473 0.0 225.7949753315323 7.73571666548362 5.197122307560058 139.61269521982004 222.42684029759425 10.913956845876118 92.08900950357379 13.832340910890615 4.937266192182056 0.0 190.38458237829138 0.0 0.0 11.533613736392894 122.92193703977141 624.444239719317 5.147149977679672 0.0 97.18618715137298 236.22919781055668 50.06228007416985 148.83758731573909 365.5475930750174 239.89716682377698 125.09073615658019 26.595273962340983 104.15232993669878 181.65941358117612 180.47007213002308 381.28887698733905 58.06784732100755 296.0460766773777 260.35583867680674 879.4430446329461 107.39053691294772 311.59746573615365 655.1772225957542 82.35439964287472 274.98773686578346 621.8556730315129 393.33220848851175 144.08022151112652 428.60267891808735 719.7314783352354 178.2912785472382 2685.642935829587 816.1780750043786 514.3052246629483 218.7788602163261 506.63946925929696 2308.062005719373 2043.9482478355617 840.3746771324613 3157.2917797066398 370.78469324648177 1514.5513795487375 0.0 2546.919748081637 136.65433329090123 7324.114573190843 67.29273941692668 1623.2711804365028 1169.0326962897784 2385.679028489588 534.8138688458581 553.5335036190503 1006.5526629166945 6206.42344862017 8046.334673554118 2594.653317583382 1684.1574671627645 7781.351397130392 1599.1245506383013 661.3937804328737 1181.985524194775 16319.303857581768 400.61817418507167 1979.5938814156018 943.7374442570496 1403.502868088546 2363.4513361587933 435.31896005401126 657.6158722939165 525.9187941271495 892.8156401089373 1847.1472183006285 806.5833876673448 5330.418500282996 375.4920867212142 1046.8303608002848 507.4390265373832 329.8873384723745 2866.5327755306066 1332.2922980089963 1169.3825025989408 973.5009639338076 1516.4303391522392 1483.2886899755683 192.3135143116743 741.6293532888201 2366.71952653297 2843.7753765030766 263.2542338098689 959.2388609859454 11.013901505636891 16.480874394551012 361.17001697749555 570.9738467473046 597.7490210972152 1868.865192866645 45.055052620155266 78.82635315331956 227.82385192467612 16449.511760318106 53.910149474959496 278.79562840266885 414.54046528974703 270.07045960555354 977.0889772192189 161.13078046631392 75.14838967412318 108.14012186115346 647.5114671921029 893.545236125191 13.10274489463699 703.320565202517 1600.83360432021 5671.939397151522 1542.7257791352993 0.0
2 melanogaster 0.0 465.52048016647353 97.15381054420494 10.414143144109772 127.42314906644845 48.59243331854002 0.0 81.84315675679112 12.515605428656775 186.08810850747236 34.37909481271228 3379.772475409078 1067.8430494476688 4809.584639346748 7.815783373561504 1950.457208957409 21408.176006413967 3580.715748341798 10.30027080356782 1944.6083114659364 2731.455832579893 596.4736717897222 19112.94440638839 25075.279453103278 615.0762714218947 281.2336250457555 183.6553812322579 820.0878925212485 524.7237452173321 47.67110256324601 4112.654859137106 4944.9063880344265 4041.0912691219673 35.75591493017408 761.4953972969329 1899.8564816329479 2824.1893259048775 1541.7590267213716 27.650274689778524 162.19562105557844 1461.6653631965432 134.8559072945507 900.8647900893288 4306.80719976114 1476.9346088601242 8.17810445710409 413.49117256975796 299.152990634676 576.5770682877554 2180.686377471328 1277.4820283854099 190.80863462448443 347.4659191173403 153.47921098863958 944.6124729193564 300.68509121651323 1022.5322099429287 1602.4322801683181 159.27634832532098 2114.195282625784 56.025191546642226 732.0438692203998 49.927845312168415 5894.08410660642 16.54254547145866 1931.2852476225278 198.01364817150258 1973.1074526942998 481.94915329739007 91.1910407121898 549.4236910839782 4015.304360004694 408.79135051466267 340.4368900966142 878.0696179190206 6183.609708449822 1536.5830112421922 283.71811247576187 2207.8294026441454 2095.8204276746956 261.23350123420465 375.68555550982876 563.9579425495149 162.46477386049574 223.57281260769244 734.3006119693224 1738.0749418157036 1331.5092779570884 328.3871260610835 1696.5322415798057 50.766359819795554 574.5066620960835 177.60979515257594 342.6625767526614 93.93432891615508 512.4462365007175 690.5943372631281 295.33309121104134 156.84362105010652 259.9498493953683 153.87258816505732 85.50777571605043 616.6497801275652 117.2781587272561 561.3595827789668 1084.219962423794 561.5769754290922 869.8708093999998 283.0969906182603 243.45906407870132 227.43412015516068 888.4630570012129 446.6694317913006 131.17058427337466 5632.912717557966 67.4745377865879 248.1278300409216 2600.492288925684 5.962769832015139 929.9436450513608 398.04594237988516 218.6555979024717 730.1287434931033 933.2459429270774 302.3103600769758 990.1510571051801 114.32782990412353 1211.8708561713263 175.90171004444647 3369.7310053794704 1679.7308953343893 1077.894871508236 736.4331303467444 142.59922645140375
3 melanogaster 0.0 25.059605068040604 12.085853715599407 0.0 12.3470000793764 14.467508553245624 0.0 5.170698002784536 12.06496200649726 24.29705768581177 30.930175325747495 1739.0049739546753 576.1933370375652 390.37203042840565 5.01401018451834 262.9848341779869 9403.306037609342 342.33154534798945 27.46215161478898 1546.049148687127 387.0815862448156 887.6991656053182 8253.280126662756 67314.95653512335 707.5604038719458 36.23666943769605 280.9099205876401 61.20226181477693 197.16550465163243 6.2779585851989985 334.26734563455597 1803.1529667528555 5300.592204127214 51.79054686425397 45.136537515216105 1737.2291786809915 2079.5084947562254 2466.6527561283465 5.108022875478055 101.80529845482434 324.10352915635514 91.5370234311129 917.7727808578774 2743.864844204905 3352.753705987351 21.84228186630801 370.30554383578135 196.99837097881513 577.2379224926733 2460.124097033922 1289.457177494401 244.53745504077978 329.1697686136288 158.2964798670644 439.54066780033884 437.869331072166 749.6989811310024 5724.307402282667 311.6938539496723 1199.8004078824824 39.57934289404165 672.1907403619896 331.26938537839584 3242.100768727764 56.77321948511907 986.3915994039202 165.68169903467782 1121.6445241313038 626.0618466644207 496.731721467501 383.2792951882225 3045.478448512783 444.58601554851055 362.84720368631025 811.5279942188441 3563.5928342463462 1123.1696188957608 336.2520579992609 345.24593876774077 3366.2810876309973 296.4533521596467 455.2825706088159 731.9514742487175 198.13696912488288 289.5695340104851 579.3584309665429 590.3265782451765 1657.1825952560657 528.1632978117005 4542.306730555222 128.91229101487667 1326.4355026052244 177.11990976811026 348.05587364198124 166.9665391444606 243.7017866766934 1075.599197270143 671.595326652578 377.53407518512876 225.48421633961001 565.0685019406657 160.8452683775279 527.7976929024128 416.8627175699446 2397.052027254501 353.6130682631558 678.1762150197585 580.6641627854276 191.65009344866235 37.49017198382567 673.6949434173454 370.942740963397 858.6492440987653 1359.319052732023 7288.678579852387 373.658663146678 322.23372119171194 9628.926050058115 1087.820847094907 270.12979869092555 451.5638463886317 4427.726151984428 1432.8787604807276 358.5644033203677 384.75216067992505 849.9582931122669 1268.1998634829542 1414.1806808342947 126.84401181376286 1683.0465311245405 2996.811212159304 2644.6710093878505 770.8727283060412 16.723813136278874
4 melanogaster 0.0 131.5957964874846 60.79941053507169 13.236161033933051 534.7657429769016 228.16078367093203 0.0 155.80172350731985 0.0 1178.6392621701873 91.59754598228422 5754.646096681822 1845.5182434263616 2379.84933529816 5.298603947907523 3698.6739276995118 1336.4693575013155 6517.0344838661995 30.249647147917372 678.1799099888201 2887.273453996993 442.13331341104174 11728.697861917522 8772.956510031168 457.54272997048344 515.8584199049735 47.3976681277665 282.6887996895351 903.2877870882043 229.61996952377382 578.08596978538 2985.7219293025473 2577.7915183286823 74.21150177821265 631.6722417429288 2683.929178660206 607.0523612896633 751.8946676469164 58.81243405460637 310.5168192518853 2585.1391917720703 168.6446287794942 1127.1848503948042 2121.2319277625966 841.4638418053927 65.30115412362596 594.4267815700395 599.7253855179474 532.551092108049 7208.502299068133 653.508285356376 403.3562255344603 590.7839913558533 164.33951307181937 645.7156119720509 562.2315532850002 542.4238814953613 10801.400775690365 301.5650762539556 1402.929581238546 0.0 1109.426248100645 189.11462606262137 5237.783839700781 281.7263579568097 841.5569813279144 380.72332156166016 1192.134144100015 679.5977004983189 233.72845735056936 322.46972464218453 3384.0589694566665 159.37207187065601 739.0828088822494 1526.132471863232 3264.9335201512695 798.5886149378514 725.4844385940648 778.7705943123766 4126.380963955508 436.0999421187951 216.21822711646868 381.4477400701631 145.11137608898304 234.52531770992263 806.5882650388917 1280.316574256499 2142.7471574651345 1003.9095179192683 4797.223549336776 124.42405325330499 1102.9996210466402 737.5718788502286 365.1793701363531 514.3681875446243 687.4835134051657 1238.9522774209786 675.6237475373881 260.3560119559716 250.69019928537475 196.90729944694624 156.13288625406415 1246.7035554619608 369.7639044115936 1926.663465214531 585.1852711687088 872.7690702085571 1087.6419486663767 334.2880951666188 642.9214262963967 418.9415723031102 923.850923893853 637.1571247358796 781.9476869139546 5217.313842417656 79.66533826365651 418.92087463143866 10134.801213001763 580.4558531917683 662.8843306235716 529.6430692382016 1540.2068885998613 838.7834933239311 576.79236530591 489.1998187920638 1170.908681800877 436.38970952219626 2222.7126119680293 106.60335794413166 2847.4821802085066 4489.128357670458 3211.7612016271496 1165.6100778529699 0.0
5 melanogaster 7.103224975342325 503.0687236569058 59.49211298996387 0.0 28.871172480423663 56.53417179788588 8.24890642297818 74.8338291023968 50.21209326411339 0.0 53.826197467110184 2903.5838150306604 669.1196265628927 917.5241949821219 17.87263058311941 37.66167376955699 593.7546178802279 33.224761981439926 85.65531113961192 4538.898267528421 15.122995108793345 5.165981800248966 4344.882322014232 36147.58282950497 80.88511020309171 6.717859397501173 951.280136543829 6.322078533772425 28.267085898942923 31.204196519245766 169.31088738880476 1547.992695616135 4651.591660832239 427.97451240731897 94.40415128519481 1708.252699568617 3454.2712257656663 3321.1326262644925 0.0 25.965307717783613 569.7890450528631 12.654572353432451 731.2676374541937 7937.676850084963 3043.0132472079417 6.644952396287981 287.295245923523 84.14509468591005 761.4198900987919 2021.3049474921706 2606.4252933715798 147.40754116718466 351.6825432806584 28.93366419574923 993.5349513898173 140.35639262128043 1331.875513448461 358.92116697253954 134.89878281617865 2051.415538993219 0.0 421.43371286990725 45.52521461469403 5395.607608212857 94.9978225807879 2344.5433450137966 177.77851481542257 2131.227874749889 328.08150545935973 65.96000552616272 377.5436981395661 3508.3369748081927 478.4469878186226 336.07002973514784 875.9255431470526 6744.980801952481 842.1071098700195 186.48569381745506 610.2940918697345 2431.719287892998 255.73692968409898 422.13153702437626 462.25121826340654 93.8313105613769 254.36211194693593 348.8600008051191 1173.3965233827598 1013.0531971431772 382.324314361974 2392.568228241516 171.26896113567332 675.4417050966651 171.1439777050221 372.4922844840805 230.7194129820868 459.7619649362703 805.1536755408193 190.70388460193263 137.13806928201234 203.12932066583784 250.73759245805167 143.48097838756 1077.7633683628283 284.2227365866816 1025.6556930671713 1741.060850114553 805.1849213984816 702.5422789761965 658.5689419587551 894.7667953177187 265.5064678466667 2502.793198789972 431.71360004096704 284.0560920124799 29304.937891784466 362.8268991803891 201.40038320849652 3642.954544905405 360.0668484201754 1662.3212888043063 1816.7695632315076 674.1293790748273 1301.5982773732123 8450.858816338727 394.72891985410394 5316.618080041307 235.82290306701026 2214.925112142632 1166.7307404146964 8590.329909659562 1758.8605736964591 1178.1354784616167 462.75115198601117 0.0
6 melanogaster 0.0 98.39783161043748 24.746275000608065 0.0 73.29717051121189 77.49917710910563 5.406919333193418 66.19932322175758 53.07691225580504 0.0 82.57196097788822 693.5133443603311 1171.6510686151241 1113.9975130286007 28.604020816987642 31.78337038744219 108.49277276248587 32.178257754473165 99.17748102739606 9109.980680184979 0.0 11.836495693826034 2139.3782507686083 16685.945443259843 59.182478469130146 7.614238461725559 558.4618648357356 17.780056833497444 0.0 11.380856424174905 219.95226343625566 624.823193131147 3211.507577574821 367.49838426639514 90.79371846581526 902.6821450815099 2516.7994457962955 4420.024925763274 10.682209544043173 81.9948179029968 371.8320199866327 28.15850686443985 392.37628838934694 2455.642530492011 3041.8578895080504 55.28423138433718 131.10260585428534 175.70462769457924 552.4474264763408 1619.8077289268724 2048.5136550830684 397.62120264888677 230.37121473561163 177.2436758942898 1352.013342177248 1319.2376907136766 1058.3487702285427 17128.766061458122 749.6582276984533 1035.384551038126 63.718620531434766 1092.6027179892044 324.32403213767475 3202.0505314002858 85.21466874186474 1598.7065680834735 359.1753736074343 1748.672639701315 1690.654572699071 614.029605098967 504.3622955524914 4741.280986818631 640.051670054598 755.834671131502 2011.060107117746 4574.122126759287 1370.1781610606722 290.4244704756306 1213.0838662020665 5284.747257024291 746.7522616897893 432.16878460554574 631.4248998825366 386.10871710236796 343.65326248798596 481.3271991423508 1634.742571654327 907.9371846581527 420.879056035301 8848.291859648683 165.13379663867306 1546.5004330985578 499.7350256362567 520.340045941591 358.59823053254325 262.7114775637386 937.4727346486493 795.3740344201166 441.84858775635644 243.42274848184064 831.8960532119306 215.02123400692014 477.3378242036278 263.3696231754568 2002.3219584575484 750.7720125798231 376.0441519016298 671.379401172389 264.92892200937405 318.88673685317127 384.5392929513474 492.4144213705286 637.8848521944792 460.6614269343964 5578.89784419396 375.0113695570872 236.31477587528306 13627.907297020633 736.4446888785707 518.8111230589839 420.18040915516895 3834.3462085537108 1061.7306261410642 968.4764556191332 154.02632377628885 1045.2972364823136 1297.2455019651825 1541.741534059979 445.80758674376955 2236.6622974976763 5481.451792391235 5077.249133625166 5480.591140437453 1689.8546726479062
7 melanogaster 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.321479181683976 0.0 5.078434594669675 10.064534014890805 99.95795607245795 55.4113641329513 114.54691363532726 0.0 10.721139699858206 20.139327493609226 5.10921298615252 32.871322103680065 697.910286337373 0.0 0.0 193.22674172931048 1074.2787168534483 5.232326552083906 0.0 112.65917229104592 14.773627911766322 10.321020610581193 4.8424669266345175 16.33306641356388 27.249135926146774 656.0208955292188 54.55982863525924 10.382577393546887 101.75336224229059 187.08132289656882 586.6258821992276 0.0 0.0 99.1064205747658 22.406668999512252 150.33192346605014 444.92216781220213 302.5721072040367 30.08074794256865 41.058374238117224 22.704193450513095 152.80445424850544 511.5266069810821 377.0660740563528 256.4045199797671 54.66242327353539 81.80896456140609 440.4080037280511 1878.702756649125 223.57423573139727 70259.50653049769 608.4580212243934 413.4256138614223 123.61627965893939 554.9343984357232 747.2583073482037 827.8771741056063 10.054274551063191 217.7468602773115 160.65294407663137 626.0632611525812 3479.9280546165605 795.467527874169 287.172651998786 1428.7226731699093 207.01546111362578 368.36604873053517 303.4646805570397 1708.5187706766399 633.7578590232935 49.132572270450616 114.88547594163852 9700.671870780609 71.26223574661728 178.1350704388882 166.58291416899309 90.34483846598215 122.95967397397193 335.62809965661404 321.87015866378175 398.8879536176913 948.600284965158 13317.132870015072 50.80486487435195 1356.0035935597703 70.72874362758128 234.0491482993928 59.197106285341455 127.41228127515713 937.8894047291271 740.6922504985301 171.98965160614642 218.50606060055514 285.08998084178 150.3319234660501 1613.5366545605752 341.00405870228457 2821.9886393515794 697.0177129843703 309.1586829813659 476.38794337149903 431.49252966185327 1044.3313419406388 549.9175206240193 618.5943714860774 377.45593368180243 245.32429904594218 13229.086151446489 206.1331472244507 184.52671640349254 16942.15026208178 7295.196943902564 865.4370711785065 711.6990057216885 13818.56416458979 886.80753433143 1247.4174284082876 554.7805064783089 2054.05751239073 1006.186655429564 3276.8214492212574 365.1343176248362 6759.878640305242 11101.83762410954 5255.153859100358 2843.6258485640196 0.0
8 melanogaster 0.0 36.8919565403767 18.35570431454307 0.0 78.6787675646315 84.43623984689805 0.0 80.34382052431143 6.108537665331543 102.20014822998859 21.003740346805014 1554.958855550668 981.9599677514403 995.2703609893638 0.0 1117.7721188000266 1592.9340995587886 1429.9394574214523 0.0 1502.4394742441405 621.5763063759117 251.31266207698164 9834.49488019588 10110.84351930516 422.7429038473943 358.27726907713856 74.29546549607673 117.72726860097913 288.8866885044561 19.780026725835466 215.2532320164448 1135.2150531186005 2436.273393197123 65.30819168961193 134.6586505042298 1294.6890109857711 759.7355802712758 907.614350057783 28.025048008105635 98.20803330256345 558.0134111621088 68.14680607268063 632.1885113839913 1145.1953404371634 745.2917473680291 34.7354120444058 385.3293644521782 250.37983120198032 344.2647450730859 2468.48113448346 818.5440471544265 92.59098717352293 203.42734382691137 153.0845678953859 568.8362554000281 276.49909570201856 455.8232933716366 4293.9107915869445 199.69602032690582 679.0607552429315 9.829830725820873 974.126194489332 193.12608244383162 2391.367115483347 25.657864282295712 683.193296323583 132.53219732680734 929.922047541687 526.0464004241588 260.6008490689306 588.2050341057017 2550.5301297255155 518.7141491378575 189.6555503712459 510.5493713717167 3589.172111182686 2020.3712490997382 90.7453863025525 621.8270673638154 4391.9282465387 77.92648460092077 534.3315434644934 728.4406089809071 89.29097257271158 198.4823371454524 516.3569958515642 675.31940130341 2416.3730011970933 1109.9483759774348 8528.541685633481 38.67737477425029 1972.0546219504733 95.19890144772029 328.91817261338576 67.58510145977654 321.6661648432139 2737.728222415306 1351.8424553487582 141.15837531069096 271.18296275846234 219.97756902854852 348.0261598916395 904.5851573239075 1091.4121237516015 3961.070717122746 800.0780080052056 449.17311197243305 1020.1558814289154 482.45411028699834 373.9147242828065 1050.6183262394447 813.9501058560323 2217.639903063738 1381.0510952197674 27542.60392825814 76.92344064930637 726.6351298680016 10623.07800451558 1358.2017540019922 1167.553190118648 1781.5866059784194 2524.932448080318 1703.5397561033062 1677.741465667785 1080.097787977391 6116.190890682359 581.9360094081119 2923.943332032515 248.76493043988108 5816.060079480306 4226.7670294658765 2807.299350899278 805.0129842471483 5.005189318555729
9 melanogaster 0.0 0.0 0.0 0.0 5.825135163500462 0.0 5.142820380363172 0.0 0.0 0.0 5.407599251431377 0.0 8.187777397647505 5.916789388100996 0.0 0.0 0.0 7.057375294240949 0.0 11.263285823132014 5.2650260131638795 5.835318966233858 43.83108696452094 87.81493097004281 17.302280844033724 0.0 0.0 15.815445644958434 40.50098347070164 0.0 4.979879536628893 18.025330838104576 25.3984040170807 8.574761901516416 9.083952038186037 16.996766762031953 40.94907079097093 52.48731928790449 7.128661913374696 13.513906227211745 6.130649245502236 5.05116615576264 14.43044847321706 296.68472503192135 68.6897494367319 77.49873880111629 49.98210381548998 74.7898472740339 23.870833607071834 397.0155495613036 148.28635160092702 286.47037089032887 52.75209815897275 78.39491344165484 862.8430541921391 1028.8492225491696 111.41080190331301 53909.98634595672 566.962849576156 125.49500108359484 122.11397857610864 1172.8583770020716 766.219133857712 566.5656812695538 356.18868440313327 303.0190503320914 660.4705262741653 342.70532958412167 3229.5078904188726 1035.6316351696084 722.4491497095914 1606.9531523156566 619.8778885788629 1039.3079879563631 4132.261267523175 1471.6409653970709 1609.1732213115358 644.9809623166755 1575.8518187678762 17085.111250744125 891.510458886639 426.9151943865434 530.7696146616795 412.6884219679944 367.85932233560067 389.9683580697957 1884.4006739842 401.109438260127 678.2819972548685 16095.123419425578 140.7503375782167 2236.9741084169787 718.5691208681692 431.3451485755692 968.5000075510861 307.4897397320506 1075.5012228708397 1276.1425043241372 300.4730996487432 148.24561638999347 468.892829253587 332.38913741519497 558.5306609129068 624.1754533323547 2980.67685443116 745.4238086761244 531.4824808530169 805.6304504359407 273.8933745145891 184.67307876733804 407.63725581223156 938.6614655422457 617.9633336649854 594.1230514661136 4915.558638564785 210.63159193475536 266.97857245861564 17761.295384635912 3199.598061790896 983.2868891199715 614.3684513000975 6346.617150069287 1082.4669439404804 1228.8081892193288 517.3982816727352 1849.5415172277974 767.4208225802525 3646.5549799567575 372.75773145036266 6120.9542653000435 8348.88515688977 4412.825032828134 1741.5524730429042 5.040982353029249
10 melanogaster 0.0 0.0 0.0 0.0 17.677102292349772 56.40889606505185 5.113733163144039 6.365861242185485 0.0 5.2610423489136195 20.076137603454384 816.0823670787826 303.5095331088269 478.965295445096 15.204412388360367 44.58207286469401 192.24900951400164 81.32519262950676 5.197909840726659 3052.3305058233095 8.070438963233492 0.0 917.8309261067727 4712.652338632264 0.0 23.31693969038517 119.86758887764792 35.62777878684305 7.681121829413886 0.0 49.274922639925 217.19687233255004 2679.9118400284115 109.53490170438162 9.269956618785795 431.58434805077985 2076.6491580478832 2857.0090475775423 14.299513104347225 5.41887361938103 44.434763678924455 22.3594299828829 228.52915755210998 2999.162411845188 3029.1398311492976 31.0085836044969 111.4814873734797 20.949470633374034 655.1786478796089 1285.3673446018781 1859.494374054124 239.51421397664154 222.37373800388093 62.18552056415903 693.4474699256068 631.535523563591 930.2469860502084 24302.94320324916 161.73496389030262 2206.8178678447043 43.58247481840044 461.39341399972466 466.27566129951634 3530.1804602904353 4.819114791604878 1868.8905956892836 48.35950127121399 1916.2610209989016 1384.9167879280224 548.8635040927626 234.6109225074541 7070.693607754141 520.4749195780248 165.63865731319652 469.0850579138361 8765.685709642426 2986.9883598498027 94.07795928327337 747.530985272439 7100.797292074619 95.3932198705018 386.40251635830975 580.387669847453 55.90383599955614 183.0842737421941 549.2949095653735 242.20786765928537 539.3199732718333 639.7953600513856 10302.888629402105 68.22519718071187 1595.705710679595 55.87226974546267 440.2440237570919 59.64969815198266 390.15890059543415 1267.300925175709 612.8903894790412 149.8555302664556 609.8705511707648 475.0405578528064 244.1965416671747 605.524930190562 513.5092995080629 3124.7961031372465 1080.4076567729014 448.3670731438144 845.5126379786062 327.01587032377296 402.79592431752474 853.372635247883 894.6507735174595 1010.425271447652 907.7718131356498 8154.720861663094 621.4553664230731 537.8784476682309 14916.854335653452 5404.54254002259 1164.5843343555198 579.3775497164614 19423.36851297057 2468.733600143019 1526.6071804689643 246.44826779250977 1290.6389090354899 1869.4061778394776 3083.0023827174764 158.0838005001565 3535.4309805546523 6363.651604398941 5323.785539966767 2652.8700823549975 0.0
